,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
26749,AMZN130720P00255000,AMZN,2013-07-20,put,255.0,A,2.95,,3.05,,249,1123,2013-06-07,-0.1903,0.0099,-32.299,25.6031,0.2896
26750,AMZN130720C00260000,AMZN,2013-07-20,call,260.0,A,20.7,,21.05,,172,888,2013-06-07,0.751,0.0115,-35.7359,29.814,0.289
26751,AMZN130720P00260000,AMZN,2013-07-20,put,260.0,A,4.0,,4.15,,459,1852,2013-06-07,-0.2446,0.0117,-36.6574,29.6008,0.2839
26752,AMZN130720C00265000,AMZN,2013-07-20,call,265.0,A,17.1,,17.4,,401,2792,2013-06-07,0.6891,0.0132,-39.236,33.2388,0.2828
26753,AMZN130720P00265000,AMZN,2013-07-20,put,265.0,A,5.4,,5.5,,598,1768,2013-06-07,-0.3077,0.0134,-40.3235,33.1367,0.2785
26754,AMZN130720C00270000,AMZN,2013-07-20,call,270.0,A,13.85,,14.1,,586,2330,2013-06-07,0.6192,0.0145,-41.7885,35.8688,0.2777
26755,AMZN130720P00270000,AMZN,2013-07-20,put,270.0,A,7.05,,7.25,,308,1247,2013-06-07,-0.3784,0.0148,-42.8452,35.8296,0.2731
26756,AMZN130720C00275000,AMZN,2013-07-20,call,275.0,A,10.95,,11.25,,385,1235,2013-06-07,0.5437,0.0153,-43.0552,37.3447,0.2737
26757,AMZN130720P00275000,AMZN,2013-07-20,put,275.0,A,9.2,,9.35,,479,750,2013-06-07,-0.4551,0.0156,-44.1479,37.3434,0.2693
26758,AMZN130720C00280000,AMZN,2013-07-20,call,280.0,A,8.6,,8.7,,618,2161,2013-06-07,0.466,0.0156,-42.8509,37.4442,0.2708
26759,AMZN130720P00280000,AMZN,2013-07-20,put,280.0,A,11.7,,11.9,,194,425,2013-06-07,-0.5342,0.0158,-43.8232,37.4337,0.2658
26760,AMZN130720C00285000,AMZN,2013-07-20,call,285.0,A,6.45,,6.65,,440,1199,2013-06-07,0.3889,0.0152,-40.8587,36.1207,0.267
26761,AMZN130720P00285000,AMZN,2013-07-20,put,285.0,A,14.6,,14.85,,96,128,2013-06-07,-0.6125,0.0154,-41.8639,36.0554,0.2625
26762,AMZN130720C00290000,AMZN,2013-07-20,call,290.0,A,4.8,,4.95,,273,988,2013-06-07,0.3163,0.0142,-37.6995,33.5349,0.2648
26763,AMZN130720P00290000,AMZN,2013-07-20,put,290.0,A,17.95,,18.2,,41,196,2013-06-07,-0.6858,0.0144,-38.7128,33.3914,0.2607
26764,AMZN130720C00295000,AMZN,2013-07-20,call,295.0,A,3.55,,3.7,,222,999,2013-06-07,0.2533,0.0128,-34.1178,30.1585,0.266
26765,AMZN130720P00295000,AMZN,2013-07-20,put,295.0,A,21.55,,21.95,,43,142,2013-06-07,-0.7525,0.0129,-34.4124,29.7178,0.2585
26766,AMZN130720C00300000,AMZN,2013-07-20,call,300.0,A,2.59,,2.66,,878,1283,2013-06-07,0.1969,0.0111,-29.5136,26.1408,0.2651
26767,AMZN130720P00300000,AMZN,2013-07-20,put,300.0,A,25.55,,25.9,,40,346,2013-06-07,-0.8111,0.0112,-29.4335,25.4011,0.2561
26768,AMZN130720C00305000,AMZN,2013-07-20,call,305.0,A,1.85,,1.92,,130,1086,2013-06-07,0.151,0.0092,-25.0232,22.0711,0.2659
26769,AMZN130720P00305000,AMZN,2013-07-20,put,305.0,A,29.35,,30.2,,3,113,2013-06-07,-0.8707,0.0091,-22.2317,19.7551,0.2436
26770,AMZN130720C00310000,AMZN,2013-07-20,call,310.0,A,1.26,,1.38,,539,630,2013-06-07,0.1131,0.0076,-20.5388,18.0777,0.2662
26771,AMZN130720P00310000,AMZN,2013-07-20,put,310.0,A,33.25,,35.1,,0,64,2013-06-07,-0.924,0.0066,-14.5735,13.341,0.2261
26772,AMZN130720C00315000,AMZN,2013-07-20,call,315.0,A,0.87,,0.99,,184,1093,2013-06-07,0.0835,0.0061,-16.5346,14.487,0.2672
26773,AMZN130720P00315000,AMZN,2013-07-20,put,315.0,A,38.1,,40.0,,0,74,2013-06-07,-0.9492,0.0047,-11.039,9.6814,0.2261
26774,AMZN130720C00320000,AMZN,2013-07-20,call,320.0,A,0.6,,0.7,,2,1222,2013-06-07,0.0614,0.0047,-13.1445,11.4315,0.269
26775,AMZN130720P00320000,AMZN,2013-07-20,put,320.0,A,41.9,,44.85,,0,64,2013-06-07,-0.9669,0.0034,-8.2196,6.7698,0.2261
26776,AMZN130720C00325000,AMZN,2013-07-20,call,325.0,A,0.41,,0.51,,105,490,2013-06-07,0.0453,0.0037,-10.4454,8.9785,0.272
26777,AMZN130720P00325000,AMZN,2013-07-20,put,325.0,A,46.9,,49.95,,0,32,2013-06-07,-0.9789,0.0023,-6.0831,4.5695,0.2261
26778,AMZN130720C00330000,AMZN,2013-07-20,call,330.0,A,0.17,,0.36,,0,366,2013-06-07,0.0278,0.0026,-6.7979,6.0129,0.2642
26779,AMZN130720P00330000,AMZN,2013-07-20,put,330.0,A,51.95,,54.5,,0,79,2013-06-07,-0.9868,0.0015,-4.5369,2.9824,0.2261
26780,AMZN130720C00335000,AMZN,2013-07-20,call,335.0,A,0.16,,0.28,,20,200,2013-06-07,0.0229,0.0021,-6.0332,5.1243,0.275
26781,AMZN130720P00335000,AMZN,2013-07-20,put,335.0,A,56.9,,59.25,,0,3,2013-06-07,-0.9917,0.0009,-3.4627,1.8852,0.2261
26782,AMZN130720C00340000,AMZN,2013-07-20,call,340.0,A,0.0,,0.22,,0,226,2013-06-07,0.0156,0.0015,-4.3466,3.6904,0.275
26783,AMZN130720P00340000,AMZN,2013-07-20,put,340.0,A,61.85,,64.0,,0,9,2013-06-07,-0.9948,0.0005,-2.7436,1.1559,0.2261
26784,AMZN130720C00345000,AMZN,2013-07-20,call,345.0,A,0.03,,0.19,,0,312,2013-06-07,0.0102,0.001,-3.0048,2.5587,0.2741
26785,AMZN130720P00345000,AMZN,2013-07-20,put,345.0,A,66.8,,69.0,,0,15,2013-06-07,-0.9966,0.0002,-2.2776,0.6884,0.2261
26786,AMZN130720C00350000,AMZN,2013-07-20,call,350.0,A,0.04,,0.14,,20,571,2013-06-07,0.0069,0.0007,-2.1283,1.8058,0.275
26787,AMZN130720P00350000,AMZN,2013-07-20,put,350.0,A,71.55,,74.65,,0,1,2013-06-07,-0.9976,0.0002,-1.9835,0.3988,0.2261
26788,AMZN130720C00355000,AMZN,2013-07-20,call,355.0,A,0.0,,0.16,,0,281,2013-06-07,0.0045,0.0005,-1.4491,1.2292,0.275
26789,AMZN130720P00355000,AMZN,2013-07-20,put,355.0,A,76.45,,79.6,,0,0,2013-06-07,-0.9982,0.0001,-1.8015,0.225,0.2261
26790,AMZN130720C00360000,AMZN,2013-07-20,call,360.0,A,0.0,,0.05,,0,154,2013-06-07,0.0028,0.0002,-0.97,0.8225,0.275
26791,AMZN130720P00360000,AMZN,2013-07-20,put,360.0,A,81.3,,84.6,,0,1,2013-06-07,-0.9986,0.0001,-1.6898,0.1238,0.2261
26792,AMZN130720C00365000,AMZN,2013-07-20,call,365.0,A,0.0,,0.11,,0,100,2013-06-07,0.0018,0.0002,-0.6387,0.5415,0.275
26793,AMZN130720P00365000,AMZN,2013-07-20,put,365.0,A,86.05,,89.2,,0,1,2013-06-07,-0.9987,0.0,-1.6206,0.0665,0.2261
26794,AMZN130720C00370000,AMZN,2013-07-20,call,370.0,A,0.0,,0.08,,0,121,2013-06-07,0.0011,0.0001,-0.4141,0.351,0.275
26795,AMZN130720P00370000,AMZN,2013-07-20,put,370.0,A,91.05,,94.2,,0,0,2013-06-07,-0.9988,0.0,-1.5763,0.0349,0.2261
26796,AMZN130720C00375000,AMZN,2013-07-20,call,375.0,A,0.0,,0.05,,0,128,2013-06-07,0.0007,0.0001,-0.2645,0.2242,0.275
26797,AMZN130720P00375000,AMZN,2013-07-20,put,375.0,A,96.0,,99.2,,0,8,2013-06-07,-0.9989,0.0,-1.5462,0.0179,0.2261
26798,AMZN130720C00380000,AMZN,2013-07-20,call,380.0,A,0.0,,0.05,,0,113,2013-06-07,0.0004,0.0001,-0.1666,0.1411,0.275
26799,AMZN130720P00380000,AMZN,2013-07-20,put,380.0,A,101.0,,104.2,,0,0,2013-06-07,-0.9989,0.0,-1.5238,0.009,0.2261
26800,AMZN130720C00385000,AMZN,2013-07-20,call,385.0,A,0.0,,0.05,,0,77,2013-06-07,0.0002,0.0,-0.1035,0.0877,0.275
26801,AMZN130720P00385000,AMZN,2013-07-20,put,385.0,A,106.0,,109.55,,0,1,2013-06-07,-0.9989,0.0,-1.5057,0.0044,0.2261
26802,AMZN130720C00390000,AMZN,2013-07-20,call,390.0,A,0.0,,0.05,,0,34,2013-06-07,0.0001,0.0,-0.0635,0.0537,0.275
26803,AMZN130720P00390000,AMZN,2013-07-20,put,390.0,A,111.25,,114.55,,0,1,2013-06-07,-0.9989,0.0,-1.4898,0.0021,0.2261
26804,AMZN130720C00395000,AMZN,2013-07-20,call,395.0,A,0.0,,0.05,,0,418,2013-06-07,0.0001,0.0,-0.0384,0.0325,0.275
26805,AMZN130720P00395000,AMZN,2013-07-20,put,395.0,A,116.0,,119.3,,0,0,2013-06-07,-0.9989,0.0,-1.475,0.001,0.2261
26806,AMZN130720C00400000,AMZN,2013-07-20,call,400.0,A,0.0,,0.05,,0,462,2013-06-07,0.0001,0.0,-0.023,0.0195,0.275
26807,AMZN130720P00400000,AMZN,2013-07-20,put,400.0,A,121.0,,124.55,,0,0,2013-06-07,-0.9989,0.0,-1.4609,0.0005,0.2261
26808,AMZN130720C00405000,AMZN,2013-07-20,call,405.0,A,0.0,,0.05,,0,320,2013-06-07,0.0,0.0,-0.0136,0.0115,0.275
26809,AMZN130720P00405000,AMZN,2013-07-20,put,405.0,A,126.0,,129.55,,0,8,2013-06-07,-0.9989,0.0,-1.4469,0.0002,0.2261
26810,AMZN130720C00410000,AMZN,2013-07-20,call,410.0,A,0.0,,0.05,,0,2499,2013-06-07,0.0,0.0,-0.008,0.0067,0.275
26811,AMZN130720P00410000,AMZN,2013-07-20,put,410.0,A,131.0,,134.55,,0,0,2013-06-07,-0.9989,0.0,-1.4331,0.0001,0.2261
26812,AMZN130720C00415000,AMZN,2013-07-20,call,415.0,A,0.0,,0.05,,0,6,2013-06-07,0.0,0.0,-0.0046,0.0039,0.275
26813,AMZN130720P00415000,AMZN,2013-07-20,put,415.0,A,136.0,,139.55,,0,0,2013-06-07,-0.9989,0.0,-1.4194,0.0,0.2261
26814,AMZN130720C00420000,AMZN,2013-07-20,call,420.0,A,0.0,,0.05,,0,356,2013-06-07,0.0,0.0,-0.0026,0.0022,0.275
26815,AMZN130720P00420000,AMZN,2013-07-20,put,420.0,A,141.0,,144.55,,0,0,2013-06-07,-0.9989,0.0,-1.4057,0.0,0.2261
26816,AMZN130720C00425000,AMZN,2013-07-20,call,425.0,A,0.0,,0.06,,0,5,2013-06-07,0.0,0.0,-0.0015,0.0013,0.275
26817,AMZN130720P00425000,AMZN,2013-07-20,put,425.0,A,146.0,,149.55,,0,0,2013-06-07,-0.9989,0.0,-1.392,0.0,0.2261
26818,AMZN130817C00135000,AMZN,2013-08-17,call,135.0,A,140.4,,144.05,,0,0,2013-06-07,0.9992,0.0,0.7281,0.006,0.3938
26819,AMZN130817P00135000,AMZN,2013-08-17,put,135.0,A,0.05,,0.1,,0,20,2013-06-07,-0.0001,0.0,-0.0409,0.0354,0.4418
26820,AMZN130817C00140000,AMZN,2013-08-17,call,140.0,A,135.45,,139.0,,0,0,2013-06-07,0.9992,0.0,0.7058,0.0144,0.3938
26821,AMZN130817P00140000,AMZN,2013-08-17,put,140.0,A,0.05,,0.16,,0,23,2013-06-07,-0.0002,0.0,-0.0817,0.0712,0.4418
26822,AMZN130817C00145000,AMZN,2013-08-17,call,145.0,A,130.45,,134.0,,0,0,2013-06-07,0.9992,0.0,0.6742,0.032,0.3938
26823,AMZN130817P00145000,AMZN,2013-08-17,put,145.0,A,0.08,,0.21,,0,0,2013-06-07,-0.0003,0.0,-0.1545,0.1346,0.4418
26824,AMZN130817C00150000,AMZN,2013-08-17,call,150.0,A,125.6,,129.0,,0,0,2013-06-07,0.9991,0.0,0.6252,0.0665,0.3938
26825,AMZN130817P00150000,AMZN,2013-08-17,put,150.0,A,0.09,,0.26,,0,0,2013-06-07,-0.0006,0.0,-0.2771,0.2416,0.4418
26826,AMZN130817C00155000,AMZN,2013-08-17,call,155.0,A,120.45,,124.0,,0,0,2013-06-07,0.9989,0.0,0.5465,0.1301,0.3938
26827,AMZN130817P00155000,AMZN,2013-08-17,put,155.0,A,0.0,,0.27,,0,0,2013-06-07,-0.001,0.0001,-0.4737,0.413,0.4418
26828,AMZN130817C00160000,AMZN,2013-08-17,call,160.0,A,115.55,,119.0,,0,0,2013-06-07,0.9987,0.0,0.4198,0.2406,0.3938
26829,AMZN130817P00160000,AMZN,2013-08-17,put,160.0,A,0.11,,0.3,,0,0,2013-06-07,-0.0017,0.0001,-0.7748,0.6754,0.4418
26830,AMZN130817C00165000,AMZN,2013-08-17,call,165.0,A,110.9,,114.0,,0,0,2013-06-07,0.9982,0.0001,0.2197,0.423,0.3938
26831,AMZN130817P00165000,AMZN,2013-08-17,put,165.0,A,0.14,,0.32,,0,116,2013-06-07,-0.0028,0.0002,-1.2167,1.0606,0.4418
26832,AMZN130817C00170000,AMZN,2013-08-17,call,170.0,A,105.65,,109.0,,0,0,2013-06-07,0.9974,0.0001,-0.0867,0.7092,0.3938
26833,AMZN130817P00170000,AMZN,2013-08-17,put,170.0,A,0.18,,0.37,,0,3,2013-06-07,-0.0045,0.0002,-1.8403,1.6041,0.4418
26834,AMZN130817C00175000,AMZN,2013-08-17,call,175.0,A,100.95,,104.0,,0,0,2013-06-07,0.9962,0.0002,-0.5395,1.1385,0.3938
26835,AMZN130817P00175000,AMZN,2013-08-17,put,175.0,A,0.23,,0.43,,0,403,2013-06-07,-0.0069,0.0004,-2.6886,2.3435,0.4418
26836,AMZN130817C00180000,AMZN,2013-08-17,call,180.0,A,96.25,,99.0,,0,0,2013-06-07,0.9942,0.0002,-1.1843,1.7556,0.3938
26837,AMZN130817P00180000,AMZN,2013-08-17,put,180.0,A,0.29,,0.49,,0,40,2013-06-07,-0.0103,0.0005,-3.8038,3.3155,0.4418
26838,AMZN130817C00185000,AMZN,2013-08-17,call,185.0,A,90.8,,94.0,,0,0,2013-06-07,0.9914,0.0004,-2.0696,2.6078,0.3938
26839,AMZN130817P00185000,AMZN,2013-08-17,put,185.0,A,0.39,,0.56,,9,424,2013-06-07,-0.0148,0.0007,-5.224,4.5532,0.4418
26840,AMZN130817C00190000,AMZN,2013-08-17,call,190.0,A,86.15,,89.0,,0,0,2013-06-07,0.9874,0.0005,-3.2432,3.7418,0.3938
26841,AMZN130817P00190000,AMZN,2013-08-17,put,190.0,A,0.37,,0.7,,0,20,2013-06-07,-0.0208,0.0009,-6.9788,6.0824,0.4418
26842,AMZN130817C00195000,AMZN,2013-08-17,call,195.0,A,81.15,,84.0,,0,0,2013-06-07,0.9819,0.0009,-4.7468,5.1984,0.3938
26843,AMZN130817P00195000,AMZN,2013-08-17,put,195.0,A,0.47,,0.82,,0,500,2013-06-07,-0.0285,0.0011,-9.0867,7.9193,0.4418
26844,AMZN130817C00200000,AMZN,2013-08-17,call,200.0,A,76.3,,79.6,,0,10,2013-06-07,0.9746,0.0011,-6.6119,7.0081,0.3938
26845,AMZN130817P00200000,AMZN,2013-08-17,put,200.0,A,0.62,,0.97,,0,9,2013-06-07,-0.0352,0.0015,-10.5733,9.4279,0.4318
26846,AMZN130817C00205000,AMZN,2013-08-17,call,205.0,A,71.45,,74.95,,0,0,2013-06-07,0.9652,0.0016,-8.8544,9.1867,0.3938
26847,AMZN130817P00205000,AMZN,2013-08-17,put,205.0,A,0.93,,1.04,,0,416,2013-06-07,-0.0436,0.0018,-12.3455,11.2338,0.4231
26848,AMZN130817C00210000,AMZN,2013-08-17,call,210.0,A,66.65,,70.0,,0,0,2013-06-07,0.9532,0.002,-11.4715,11.7312,0.3938
26849,AMZN130817P00210000,AMZN,2013-08-17,put,210.0,A,1.13,,1.22,,0,42,2013-06-07,-0.0522,0.0021,-13.8331,12.976,0.4104
26850,AMZN130817C00215000,AMZN,2013-08-17,call,215.0,A,62.05,,65.0,,0,0,2013-06-07,0.9385,0.0025,-14.4389,14.6178,0.3938
26851,AMZN130817P00215000,AMZN,2013-08-17,put,215.0,A,1.38,,1.48,,0,33,2013-06-07,-0.0633,0.0026,-15.647,15.0732,0.3996
26852,AMZN130817C00220000,AMZN,2013-08-17,call,220.0,A,57.3,,60.6,,0,0,2013-06-07,0.9206,0.0031,-17.7487,17.8253,0.3941
26853,AMZN130817P00220000,AMZN,2013-08-17,put,220.0,A,1.7,,1.8,,62,708,2013-06-07,-0.0766,0.003,-17.7034,17.4816,0.3898
26854,AMZN130817C00225000,AMZN,2013-08-17,call,225.0,A,52.7,,55.6,,0,2,2013-06-07,0.9062,0.0036,-19.5534,20.2297,0.3812
26855,AMZN130817P00225000,AMZN,2013-08-17,put,225.0,A,2.06,,2.2,,46,108,2013-06-07,-0.0923,0.0036,-19.8426,20.108,0.3798
26856,AMZN130817C00230000,AMZN,2013-08-17,call,230.0,A,48.05,,50.65,,0,1,2013-06-07,0.8922,0.0042,-20.6559,22.4011,0.363
26857,AMZN130817P00230000,AMZN,2013-08-17,put,230.0,A,2.53,,2.69,,21,82,2013-06-07,-0.1114,0.0042,-22.2237,23.0529,0.371
26858,AMZN130817C00235000,AMZN,2013-08-17,call,235.0,A,44.8,,45.3,,0,11,2013-06-07,0.8639,0.0049,-24.6229,26.4229,0.3653
26859,AMZN130817P00235000,AMZN,2013-08-17,put,235.0,A,3.1,,3.25,,14,51,2013-06-07,-0.1334,0.0049,-24.6086,26.1657,0.3619
26860,AMZN130817C00240000,AMZN,2013-08-17,call,240.0,A,40.55,,41.05,,7,18,2013-06-07,0.8371,0.0056,-27.3368,29.8191,0.3585
26861,AMZN130817P00240000,AMZN,2013-08-17,put,240.0,A,3.85,,3.95,,23,251,2013-06-07,-0.16,0.0056,-27.2493,29.5582,0.3547
26862,AMZN130817C00245000,AMZN,2013-08-17,call,245.0,A,36.45,,36.85,,1,30,2013-06-07,0.8071,0.0064,-29.8509,33.2023,0.3509
26863,AMZN130817P00245000,AMZN,2013-08-17,put,245.0,A,4.75,,4.85,,51,86,2013-06-07,-0.1909,0.0064,-29.9625,33.0659,0.3486
26864,AMZN130817C00250000,AMZN,2013-08-17,call,250.0,A,32.55,,32.95,,5,123,2013-06-07,0.7719,0.0072,-32.5076,36.6485,0.3456
26865,AMZN130817P00250000,AMZN,2013-08-17,put,250.0,A,5.8,,5.95,,125,334,2013-06-07,-0.2259,0.0072,-32.5696,36.5247,0.343
26866,AMZN130817C00255000,AMZN,2013-08-17,call,255.0,A,28.85,,29.2,,13,60,2013-06-07,0.7332,0.0079,-34.8273,39.8664,0.3399
26867,AMZN130817P00255000,AMZN,2013-08-17,put,255.0,A,7.05,,7.25,,27,300,2013-06-07,-0.265,0.008,-34.9514,39.7927,0.3378
26868,AMZN130817C00260000,AMZN,2013-08-17,call,260.0,A,25.4,,25.7,,269,1519,2013-06-07,0.6908,0.0086,-36.855,42.767,0.3348
26869,AMZN130817P00260000,AMZN,2013-08-17,put,260.0,A,8.65,,8.75,,75,394,2013-06-07,-0.3083,0.0087,-37.169,42.7535,0.3343
26870,AMZN130817C00265000,AMZN,2013-08-17,call,265.0,A,22.1,,22.4,,41,264,2013-06-07,0.6449,0.0092,-38.461,45.1938,0.3304
26871,AMZN130817P00265000,AMZN,2013-08-17,put,265.0,A,10.35,,10.55,,36,816,2013-06-07,-0.3543,0.0092,-38.8269,45.1926,0.3303
26872,AMZN130817C00270000,AMZN,2013-08-17,call,270.0,A,19.15,,19.4,,138,1645,2013-06-07,0.5964,0.0097,-39.6452,47.0155,0.3271
26873,AMZN130817P00270000,AMZN,2013-08-17,put,270.0,A,12.35,,12.55,,67,171,2013-06-07,-0.4028,0.0097,-39.9477,47.0137,0.3266
26874,AMZN130817C00275000,AMZN,2013-08-17,call,275.0,A,16.45,,16.65,,79,190,2013-06-07,0.5462,0.0101,-40.219,48.1183,0.324
26875,AMZN130817P00275000,AMZN,2013-08-17,put,275.0,A,14.6,,14.85,,97,633,2013-06-07,-0.4531,0.0101,-40.5081,48.1185,0.3235
26876,AMZN130817C00280000,AMZN,2013-08-17,call,280.0,A,14.0,,14.2,,124,737,2013-06-07,0.4953,0.0102,-40.1797,48.4463,0.3212
26877,AMZN130817P00280000,AMZN,2013-08-17,put,280.0,A,17.15,,17.35,,46,136,2013-06-07,-0.5041,0.0102,-40.4041,48.4461,0.3204
26878,AMZN130817C00285000,AMZN,2013-08-17,call,285.0,A,11.8,,12.05,,224,223,2013-06-07,0.4447,0.0102,-39.5601,47.9886,0.3192
26879,AMZN130817P00285000,AMZN,2013-08-17,put,285.0,A,20.0,,20.2,,59,41,2013-06-07,-0.5546,0.0102,-39.8453,47.9869,0.3189
26880,AMZN130817C00290000,AMZN,2013-08-17,call,290.0,A,9.9,,10.1,,173,87,2013-06-07,0.3953,0.01,-38.3514,46.7808,0.3173
26881,AMZN130817P00290000,AMZN,2013-08-17,put,290.0,A,23.05,,23.3,,79,42,2013-06-07,-0.6041,0.01,-38.6215,46.776,0.317
26882,AMZN130817C00295000,AMZN,2013-08-17,call,295.0,A,8.25,,8.35,,64,86,2013-06-07,0.3479,0.0095,-36.6226,44.8959,0.3156
26883,AMZN130817P00295000,AMZN,2013-08-17,put,295.0,A,26.2,,26.6,,23,47,2013-06-07,-0.6529,0.0097,-36.5826,44.8247,0.3132
26884,AMZN130817C00300000,AMZN,2013-08-17,call,300.0,A,6.8,,7.0,,121,341,2013-06-07,0.3037,0.0091,-34.5815,42.4742,0.3149
26885,AMZN130817P00300000,AMZN,2013-08-17,put,300.0,A,29.8,,30.2,,32,56,2013-06-07,-0.697,0.0092,-34.5562,42.3787,0.3128
26886,AMZN130817C00305000,AMZN,2013-08-17,call,305.0,A,5.55,,5.75,,110,99,2013-06-07,0.2623,0.0085,-32.1177,39.5881,0.3137
26887,AMZN130817P00305000,AMZN,2013-08-17,put,305.0,A,33.5,,34.0,,4,38,2013-06-07,-0.7388,0.0086,-32.0199,39.4378,0.3113
26888,AMZN130817C00310000,AMZN,2013-08-17,call,310.0,A,4.55,,4.75,,44,101,2013-06-07,0.2253,0.0079,-29.5956,36.4705,0.3137
26889,AMZN130817P00310000,AMZN,2013-08-17,put,310.0,A,37.55,,37.95,,5,31,2013-06-07,-0.7758,0.0079,-29.5038,36.2973,0.3115
26890,AMZN130817C00315000,AMZN,2013-08-17,call,315.0,A,3.7,,3.85,,152,266,2013-06-07,0.1915,0.0072,-26.8407,33.1321,0.3131
26891,AMZN130817P00315000,AMZN,2013-08-17,put,315.0,A,41.65,,42.3,,0,22,2013-06-07,-0.8072,0.0072,-27.1793,33.1878,0.3137
26892,AMZN130817C00320000,AMZN,2013-08-17,call,320.0,A,3.0,,3.15,,1533,355,2013-06-07,0.1624,0.0064,-24.2322,29.8493,0.3137
26893,AMZN130817P00320000,AMZN,2013-08-17,put,320.0,A,45.45,,47.0,,9,0,2013-06-07,-0.8387,0.0064,-24.119,29.6273,0.3116
26894,AMZN130817C00325000,AMZN,2013-08-17,call,325.0,A,2.44,,2.54,,144,400,2013-06-07,0.1366,0.0057,-21.6378,26.6067,0.3142
26895,AMZN130817P00325000,AMZN,2013-08-17,put,325.0,A,48.6,,51.55,,0,0,2013-06-07,-0.8958,0.0054,-15.8544,21.855,0.2765
26896,AMZN130817C00330000,AMZN,2013-08-17,call,330.0,A,1.92,,2.08,,683,191,2013-06-07,0.1143,0.0051,-19.1332,23.4862,0.3147
26897,AMZN130817P00330000,AMZN,2013-08-17,put,330.0,A,53.8,,56.0,,0,0,2013-06-07,-0.9023,0.0047,-16.0438,20.8385,0.2937
26898,AMZN130817C00335000,AMZN,2013-08-17,call,335.0,A,1.52,,1.68,,39,20,2013-06-07,0.0948,0.0044,-16.7178,20.5056,0.3149
26899,AMZN130817P00335000,AMZN,2013-08-17,put,335.0,A,57.95,,60.95,,0,0,2013-06-07,-0.9253,0.004,-12.868,17.0132,0.2879
26900,AMZN130817C00340000,AMZN,2013-08-17,call,340.0,A,1.21,,1.35,,60,5,2013-06-07,0.0781,0.0038,-14.4738,17.7398,0.3151
26901,AMZN130817P00340000,AMZN,2013-08-17,put,340.0,A,62.35,,65.0,,0,0,2013-06-07,-0.9402,0.0034,-10.8446,14.3002,0.2882
26902,AMZN130817C00345000,AMZN,2013-08-17,call,345.0,A,0.96,,1.09,,0,40,2013-06-07,0.0645,0.0033,-12.5337,15.3117,0.3161
26903,AMZN130817P00345000,AMZN,2013-08-17,put,345.0,A,67.3,,70.0,,0,0,2013-06-07,-0.9526,0.0028,-9.0125,11.862,0.2882
26904,AMZN130817C00350000,AMZN,2013-08-17,call,350.0,A,0.7,,0.88,,0,52,2013-06-07,0.0517,0.0028,-10.4965,12.8707,0.3149
26905,AMZN130817P00350000,AMZN,2013-08-17,put,350.0,A,72.25,,75.0,,0,1,2013-06-07,-0.9626,0.0023,-7.4146,9.7383,0.2882
26906,AMZN130817C00355000,AMZN,2013-08-17,call,355.0,A,0.48,,0.71,,0,42,2013-06-07,0.0406,0.0023,-8.5874,10.5996,0.3128
26907,AMZN130817P00355000,AMZN,2013-08-17,put,355.0,A,76.65,,80.1,,0,0,2013-06-07,-0.9708,0.0019,-6.0416,7.9164,0.2882
26908,AMZN130817C00360000,AMZN,2013-08-17,call,360.0,A,0.32,,0.58,,0,56,2013-06-07,0.0314,0.0019,-6.9104,8.5921,0.3105
26909,AMZN130817P00360000,AMZN,2013-08-17,put,360.0,A,81.8,,84.5,,0,0,2013-06-07,-0.9772,0.0015,-4.8778,6.375,0.2882
26910,AMZN130817C00365000,AMZN,2013-08-17,call,365.0,A,0.23,,0.44,,0,0,2013-06-07,0.0241,0.0015,-5.5099,6.8947,0.3085
26911,AMZN130817P00365000,AMZN,2013-08-17,put,365.0,A,86.55,,89.8,,0,0,2013-06-07,-0.9824,0.0011,-3.9035,5.0879,0.2882
26912,AMZN130817C00370000,AMZN,2013-08-17,call,370.0,A,0.15,,0.37,,0,0,2013-06-07,0.0188,0.0011,-4.4634,5.5921,0.3081
26913,AMZN130817P00370000,AMZN,2013-08-17,put,370.0,A,91.3,,94.7,,0,0,2013-06-07,-0.9864,0.0009,-3.0972,4.0259,0.2882
26914,AMZN130817C00375000,AMZN,2013-08-17,call,375.0,A,0.11,,0.3,,0,0,2013-06-07,0.0149,0.001,-3.6566,4.572,0.3086
26915,AMZN130817P00375000,AMZN,2013-08-17,put,375.0,A,96.25,,99.45,,0,0,2013-06-07,-0.9895,0.0007,-2.4369,3.1596,0.2882
26916,AMZN130817C00380000,AMZN,2013-08-17,call,380.0,A,0.09,,0.25,,0,0,2013-06-07,0.0124,0.0008,-3.1632,3.9106,0.3122
26917,AMZN130817P00380000,AMZN,2013-08-17,put,380.0,A,101.2,,104.35,,0,0,2013-06-07,-0.9919,0.0005,-1.9013,2.4604,0.2882
26918,AMZN130817C00385000,AMZN,2013-08-17,call,385.0,A,0.03,,0.22,,0,0,2013-06-07,0.008,0.0005,-2.0983,2.6665,0.3037
26919,AMZN130817P00385000,AMZN,2013-08-17,put,385.0,A,106.55,,109.65,,0,0,2013-06-07,-0.9938,0.0004,-1.4704,1.9017,0.2882
26920,AMZN130817C00390000,AMZN,2013-08-17,call,390.0,A,0.02,,0.21,,0,0,2013-06-07,0.0068,0.0005,-1.8299,2.2944,0.3078
